season_year,team_id,team_name
2026,15038,Rockets HC 13AA Red
2026,10051,Rockets HC 14AA
2026,10056,Rockets HC 16AA Black
2026,10058,Rockets HC 16AA Red
2026,10043,Rockets Hockey Club 10AA
2026,10044,Rockets Hockey Club 10L
2026,14952,Rockets Hockey Club 10M
2026,10046,Rockets Hockey Club 11AA
2026,10059,Rockets Hockey Club 12AA
2026,10055,Rockets Hockey Club 15AA
2026,10053,Rockets Hockey Club 18AA
2026,15509,Rockets Hockey Club 6U
2026,15477,Rockets Hockey Club 8U ADV
2026,10608,Rockets Hockey Club 8U BEG Black
2026,10609,Rockets Hockey Club 8U BEG Red
2026,10762,Rockets Hockey Club 8U INT
2026,10054,Rockets Hockey Club 9AA
2026,10631,Royals 8U BEG Gold
2026,10632,Royals 8U BEG Silver
2026,10764,Royals 8U BEG White
2026,15152,Royals Hockey Club 10L
2026,10182,Royals Hockey Club 10M
2026,10184,Royals Hockey Club 12L
2026,15006,Royals Hockey Club 12L Girls
2026,10185,Royals Hockey Club 12M
2026,10180,Royals Hockey Club 12M Girls
2026,15039,Royals Hockey Club 13AA
2026,15071,Royals Hockey Club 14L
2026,15079,Royals Hockey Club 14M
2026,15100,Royals Hockey Club 16AA
2026,15118,Royals Hockey Club 16L
2026,10634,Royals Hockey Club 8AA
2026,10633,Royals Hockey Club 8U INT
2026,10611,RSG 8AA
2026,10061,RSG 8AAA Minor
2026,15150,RSG 8AAA Mite Major Elite
2026,15101,Rye Rangers HC 16AA
2026,14943,Saugerties Mustangs 10L
2026,15007,Saugerties Mustangs 12L
2026,15060,Saugerties Mustangs 14GRY
2026,10071,Saugerties Mustangs 18AA
2026,15049,Skyland Kings 14AA
2026,15075,Skyland Kings 14L
2026,15102,Skyland Kings 16AA
2026,15512,Skyland Kings 6U
2026,15485,Skyland Kings 8U INT
2026,15144,Skyland Kings 9AA
2026,14944,Skylands Kings 10L
2026,10072,Skylands Kings 10M
2026,10073,Skylands Kings 12AA
2026,10074,Skylands Kings 12M
2026,10075,Skylands Kings 13AA
2026,10078,Skylands Kings 16L
2026,10079,Skylands Kings 18AA
2026,10080,Skylands Kings 18GRY
2026,10614,Skylands Kings 8U BEG
2026,10082,So Maryland Sabres 12GRY
2026,10083,So Maryland Sabres 12M
2026,10085,So Maryland Sabres 14M
2026,15090,So Maryland Sabres 15AA
2026,10562,South Jersey Monarchs 8U BEG
2026,14945,Southern Maryland Sabres 10L
2026,10104,Team Philadelphia 10AA
2026,14932,Team Philadelphia 10GRY
2026,10105,Team Philadelphia 10L
2026,10106,Team Philadelphia 10M
2026,10107,Team Philadelphia 11AA
2026,10108,Team Philadelphia 12AA
2026,10109,Team Philadelphia 12GRY
2026,10111,Team Philadelphia 12L Orange
2026,10110,Team Philadelphia 12L White
2026,15016,Team Philadelphia 12M
2026,10113,Team Philadelphia 13AA Black
2026,10112,Team Philadelphia 13AA Orange
2026,15050,Team Philadelphia 14AA Black
2026,10114,Team Philadelphia 14AA Orange
2026,15073,Team Philadelphia 14L Orange
2026,10116,Team Philadelphia 14L White
2026,15080,Team Philadelphia 14M
2026,10118,Team Philadelphia 16AA Black
2026,15103,Team Philadelphia 16AA Orange
2026,10122,Team Philadelphia 16GRY
2026,15120,Team Philadelphia 16L Orange
2026,15119,Team Philadelphia 16L White
2026,10119,Team Philadelphia 18AA
2026,15137,Team Philadelphia 18GRY Black
2026,10120,Team Philadelphia 18GRY Orange
2026,15505,Team Philadelphia 6U
2026,956,Team Philadelphia 8U BEG Green
2026,923,Team Philadelphia 8U BEG Red
2026,955,Team Philadelphia 8U BEG Yelloe
2026,15486,Team Philadelphia 8U INT Blue
2026,15487,Team Philadelphia 8U INT White
2026,10121,Team Philadelphia 9AA
2026,14933,TI North Stars 10GRY
2026,10125,TI North Stars 10L
2026,10126,TI North Stars 10M
2026,15029,TI North Stars 12L
2026,5265,TI North Stars 8U ADV
2026,5287,TI North Stars 8U BEG
2026,10129,TI Selects 12G
2026,15040,TI Selects 13AA
2026,10133,Tom's River Blackhawks 10GRY
2026,14974,Tom's River Blackhawks 12AA
2026,10136,Tom's River Blackhawks 12M
2026,10618,Tom's River Blackhawks 14GRY
2026,10137,Tom's River Blackhawks 14M
2026,15121,Tom's River Blackhawks 16L
2026,10139,Tom's River Blackhawks 18AA
2026,15138,Tom's River Blackhawks 18GRY
2026,15145,Tom's River Blackhawks 9AA
2026,6060,Toms River Blackhawks 8U ADV
2026,15489,Toms River Blackhawks 8U INT
2026,10147,Tri-City Eagles 12L
2026,10148,Tri-City Eagles 12M
2026,10150,Tri-City Eagles 14AA
2026,10151,Tri-City Eagles 14GRY
2026,10143,Tri-City Eagles 14L Sky
2026,10153,Tri-City Eagles 15AA
2026,10154,Tri-City Eagles 16AA
2026,10142,Tri-City Eagles 16L
2026,10156,Tri-City Eagles 18AA
2026,10157,Tri-City Eagles 18GRY
2026,14934,Valley Forge Colonials 10GRY
2026,10158,Valley Forge Colonials 10L
2026,10160,Valley Forge Colonials 12GRY
2026,10161,Valley Forge Colonials 12L - Lattanze
2026,15008,Valley Forge Colonials 12L - Malik
2026,10162,Valley Forge Colonials 12M
2026,15051,Valley Forge Colonials 14AA
2026,15061,Valley Forge Colonials 14GRY
2026,10165,Valley Forge Colonials 14M
2026,10166,Valley Forge Colonials 15AA
2026,10167,Valley Forge Colonials 16AA
2026,10168,Valley Forge Colonials 16GRY
2026,10169,Valley Forge Colonials 16L
2026,10172,VFC 18AA
2026,10173,VFC 18GRY
2026,10621,VFC 8AA
2026,15151,VFC 8AAA
2026,15528,VFC 8U BEG Schuck
2026,15491,VFC 8U INT Mullery
2026,15490,VFC 8U INT Nielson
2026,15492,VFC 8U INT VanSise
2026,15146,VFC 9AA
2026,10626,VFC Mite 8U BEG Murphy
2026,14926,WBS Knights 10AA
2026,14954,WBS Knights 10M
2026,14975,WBS Knights 12AA
2026,15493,WBS Knights 8U INT
2026,10178,West Chester Wolverines 8AAA Major
2026,10177,West Chester Wolverines 8AAA Minor
2026,10188,Wissahickon Warriors 10AA
2026,14955,Wissahickon Warriors 10M
2026,14976,Wissahickon Warriors 12AA
2026,10190,Wissahickon Warriors 12GRY
2026,10192,Wissahickon Warriors 12M
2026,15052,Wissahickon Warriors 14AA
2026,15062,Wissahickon Warriors 14GRY
2026,10196,Wissahickon Warriors 16L
2026,15130,Wissahickon Warriors 18AA
2026,10197,Wissahickon Warriors 18GRY
2026,15518,Wissahickon Warriors 8AA
2026,10635,Wissahickon Warriors 8U BEG Felix
2026,15499,Wissahickon Warriors 8U BEG Lausch
2026,15494,Wissahickon Warriors 8U INT
2026,10813,Wissahickon Warriors 8U Red Wissahickon Warriors 8U ADV
2026,10199,Wolfpack HC 11AA
2026,14935,Woodbridge Wolfpack 10GRY
2026,10200,Woodbridge Wolfpack 12AA
2026,14986,Woodbridge Wolfpack 12GRY
2026,10202,Woodbridge Wolfpack 13AA
2026,15053,Woodbridge Wolfpack 14AA
2026,15063,Woodbridge Wolfpack 14GRY
2026,15091,Woodbridge Wolfpack 15AA
2026,10209,Woodbridge Wolfpack 16AA
2026,10205,Woodbridge Wolfpack 16GRY
2026,10206,Woodbridge Wolfpack 16L
2026,15131,Woodbridge Wolfpack 18AA
2026,10207,Woodbridge Wolfpack 18GRY
2026,15511,Woodbridge Wolfpack 6U
2026,10638,Woodbridge Wolfpack 8U BEG Grey
2026,15500,Woodbridge Wolfpack 8U BEG Navy
2026,10211,Woodbridge Wolfpack HC 10AA
2026,10212,Woodbridge Wolfpack HC 9AA
2026,10213,York Devils 10GRY
2026,10215,York Devils 10M
2026,15030,York Devils 12L
2026,10216,York Devils 12M
2026,15112,York Devils 16GRY
2026,10219,York Devils 16L
2026,15132,York Devils 18AA
2026,15495,York Devils 8U INT
2026,10644,York York Devils 8U ADV
2026,10645,York York Devils 8U BEG
