season_year,seasonid,leagueid,league_name,team_name,team_params
2017,24,201,10U Squirt Major 07,CT RoughRiders,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2219
2017,24,201,10U Squirt Major 07,Long Island Gulls,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2220
2017,24,201,10U Squirt Major 07,Long Island Royals,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2221
2017,24,201,10U Squirt Major 07,Mercer Chiefs,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2222
2017,24,201,10U Squirt Major 07,New Jersey Colonials,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2223
2017,24,201,10U Squirt Major 07,New York Saints,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2226
2017,24,201,10U Squirt Major 07,North Jersey Avalanche,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2224
2017,24,201,10U Squirt Major 07,Philadelphia Junior Flyers,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2225
2017,24,201,10U Squirt Major 07,Valley Forge Minutemen,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2227
2017,24,201,10U Squirt Major 07,Virtua Hockey,?seasonid=24&leaguetypeid=2&leagueid=201&teamid=2228
2017,24,200,10U Squirt Minor 08,CT RoughRiders,?seasonid=24&leaguetypeid=2&leagueid=200&teamid=2208
2017,24,200,10U Squirt Minor 08,Long Island Gulls,?seasonid=24&leaguetypeid=2&leagueid=200&teamid=2210
2017,24,200,10U Squirt Minor 08,Long Island Royals,?seasonid=24&leaguetypeid=2&leagueid=200&teamid=2211
2017,24,200,10U Squirt Minor 08,Mercer Chiefs,?seasonid=24&leaguetypeid=2&leagueid=200&teamid=2212
2017,24,200,10U Squirt Minor 08,New Jersey Colonials,?seasonid=24&leaguetypeid=2&leagueid=200&teamid=2213
2017,24,200,10U Squirt Minor 08,New Jersey Jr. Titans,?seasonid=24&leaguetypeid=2&leagueid=200&teamid=2209
