season_year,seasonid,leagueid,league_name,team_name,team_params
2011,17,126,Bantam Major,CT Wolfpack,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1316
2011,17,126,Bantam Major,Long Island Gulls,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1319
2011,17,126,Bantam Major,Long Island Royals,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1320
2011,17,126,Bantam Major,Mid Fairfield Youth Hockey,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1321
2011,17,126,Bantam Major,New Jersey Jr. Titans,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1318
2011,17,126,Bantam Major,New Jersey Rockets,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1322
2011,17,126,Bantam Major,North Jersey Avalanche,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1323
2011,17,126,Bantam Major,Philadelphia Junior Flyers,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1324
2011,17,126,Bantam Major,Philadelphia Little Flyers,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1325
2011,17,126,Bantam Major,Suffolk P.A.L. Hockey,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1445
2011,17,126,Bantam Major,Team Comcast,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1327
2011,17,126,Bantam Major,Team Maryland,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1328
2011,17,126,Bantam Major,Washington Jr. Nationals,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1317
2011,17,126,Bantam Major,Washington Little Capitals,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1329
2011,17,126,Bantam Major,WB/Scranton Jr. Knights,?seasonid=17&leaguetypeid=2&leagueid=126&teamid=1330
2011,17,127,Bantam Minor,CT Wolfpack,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1331
2011,17,127,Bantam Minor,Long Island Gulls,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1332
2011,17,127,Bantam Minor,Long Island Royals,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1333
2011,17,127,Bantam Minor,Mercer Chiefs,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1335
2011,17,127,Bantam Minor,Mid Fairfield Youth Hockey,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1334
2011,17,127,Bantam Minor,New Jersey Colonials,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1336
2011,17,127,Bantam Minor,New Jersey Devils Youth,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1337
2011,17,127,Bantam Minor,New Jersey Rockets,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1338
2011,17,127,Bantam Minor,Philadelphia Junior Flyers,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1339
2011,17,127,Bantam Minor,Philadelphia Little Flyers,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1340
2011,17,127,Bantam Minor,Team Comcast,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1341
2011,17,127,Bantam Minor,Team Maryland,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1342
2011,17,127,Bantam Minor,Valley Forge Minutemen,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1343
2011,17,127,Bantam Minor,WB/Scranton Jr. Knights,?seasonid=17&leaguetypeid=2&leagueid=127&teamid=1344
2011,17,125,Midget 16 - American,Long Island Royals,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1305
2011,17,125,Midget 16 - American,Mercer Chiefs,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1306
2011,17,125,Midget 16 - American,New Jersey Colonials,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1307
2011,17,125,Midget 16 - American,New Jersey Devils Youth,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1308
2011,17,125,Midget 16 - American,New Jersey Jr. Titans,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1304
2011,17,125,Midget 16 - American,New York Saints,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1312
2011,17,125,Midget 16 - American,North Jersey Avalanche,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1309
2011,17,125,Midget 16 - American,Philadelphia Junior Flyers,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1310
2011,17,125,Midget 16 - American,Philadelphia Little Flyers,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1311
2011,17,125,Midget 16 - American,Team Comcast,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1313
2011,17,125,Midget 16 - American,Valley Forge Minutemen,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1314
2011,17,125,Midget 16 - American,Washington Jr. Nationals,?seasonid=17&leaguetypeid=2&leagueid=125&teamid=1303
2011,17,124,Midget 16 - National,Long Island Gulls,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1292
2011,17,124,Midget 16 - National,Long Island Royals,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1293
2011,17,124,Midget 16 - National,New Jersey Colonials,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1294
2011,17,124,Midget 16 - National,New Jersey Devils Youth,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1295
2011,17,124,Midget 16 - National,New Jersey Jr. Titans,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1291
2011,17,124,Midget 16 - National,New Jersey Rockets,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1296
2011,17,124,Midget 16 - National,New York Saints,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1300
2011,17,124,Midget 16 - National,North Jersey Avalanche,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1297
2011,17,124,Midget 16 - National,Philadelphia Junior Flyers,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1298
2011,17,124,Midget 16 - National,Philadelphia Little Flyers,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1299
2011,17,124,Midget 16 - National,Team Comcast,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1301
2011,17,124,Midget 16 - National,Valley Forge Minutemen,?seasonid=17&leaguetypeid=2&leagueid=124&teamid=1302
2011,17,122,Midget 18,New Jersey Jr. Titans,?seasonid=17&leaguetypeid=2&leagueid=122&teamid=1284
2011,17,122,Midget 18,North Jersey Avalanche,?seasonid=17&leaguetypeid=2&leagueid=122&teamid=1282
2011,17,122,Midget 18,Philadelphia Junior Flyers,?seasonid=17&leaguetypeid=2&leagueid=122&teamid=1285
2011,17,122,Midget 18,Team Comcast,?seasonid=17&leaguetypeid=2&leagueid=122&teamid=1286
2011,17,122,Midget 18,Valley Forge Minutemen,?seasonid=17&leaguetypeid=2&leagueid=122&teamid=1287
2011,17,128,Pee Wee Major,Long Island Gulls,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1345
2011,17,128,Pee Wee Major,Long Island Royals,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1346
2011,17,128,Pee Wee Major,Mercer Chiefs,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1348
2011,17,128,Pee Wee Major,Mid Fairfield Youth Hockey,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1347
2011,17,128,Pee Wee Major,New Jersey Colonials,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1349
2011,17,128,Pee Wee Major,New Jersey Rockets,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1350
2011,17,128,Pee Wee Major,North Jersey Avalanche,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1351
2011,17,128,Pee Wee Major,Philadelphia Junior Flyers,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1352
2011,17,128,Pee Wee Major,Philadelphia Little Flyers,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1353
2011,17,128,Pee Wee Major,Suffolk P.A.L. Hockey,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1354
2011,17,128,Pee Wee Major,Team Comcast,?seasonid=17&leaguetypeid=2&leagueid=128&teamid=1355
