season_year,seasonid,leagueid,league_name,team_name,team_params
2018,25,213,10U Squirt Major 08,CT Jr. Whalers,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2371
2018,25,213,10U Squirt Major 08,Long Island Gulls,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2373
2018,25,213,10U Squirt Major 08,Long Island Royals,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2374
2018,25,213,10U Squirt Major 08,Mercer Chiefs,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2375
2018,25,213,10U Squirt Major 08,New Jersey Colonials,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2376
2018,25,213,10U Squirt Major 08,New Jersey Jr. Titans,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2372
2018,25,213,10U Squirt Major 08,North Jersey Avalanche,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2377
2018,25,213,10U Squirt Major 08,Philadelphia Junior Flyers,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2378
2018,25,213,10U Squirt Major 08,Philadelphia Little Flyers,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2379
2018,25,213,10U Squirt Major 08,Valley Forge Minutemen,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2380
2018,25,213,10U Squirt Major 08,Virtua Hockey,?seasonid=25&leaguetypeid=2&leagueid=213&teamid=2381
2018,25,212,10U Squirt Minor 09,CT Jr. Whalers,?seasonid=25&leaguetypeid=2&leagueid=212&teamid=2363
2018,25,212,10U Squirt Minor 09,Long Island Gulls,?seasonid=25&leaguetypeid=2&leagueid=212&teamid=2364
2018,25,212,10U Squirt Minor 09,Long Island Royals,?seasonid=25&leaguetypeid=2&leagueid=212&teamid=2365
2018,25,212,10U Squirt Minor 09,Mercer Chiefs,?seasonid=25&leaguetypeid=2&leagueid=212&teamid=2366
2018,25,212,10U Squirt Minor 09,North Jersey Avalanche,?seasonid=25&leaguetypeid=2&leagueid=212&teamid=2367
2018,25,212,10U Squirt Minor 09,Philadelphia Junior Flyers,?seasonid=25&leaguetypeid=2&leagueid=212&teamid=2368
2018,25,212,10U Squirt Minor 09,Valley Forge Minutemen,?seasonid=25&leaguetypeid=2&leagueid=212&teamid=2369
2018,25,212,10U Squirt Minor 09,WB/Scranton Jr. Knights,?seasonid=25&leaguetypeid=2&leagueid=212&teamid=2370
2018,25,215,12U Pee Wee Major 06,CT Jr. Whalers American,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2397
2018,25,215,12U Pee Wee Major 06,Long Island Gulls American,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2398
2018,25,215,12U Pee Wee Major 06,Long Island Royals National,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2404
2018,25,215,12U Pee Wee Major 06,Mercer Chiefs American,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2399
2018,25,215,12U Pee Wee Major 06,New Jersey Colonials National,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2405
2018,25,215,12U Pee Wee Major 06,New Jersey Devils Youth American,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2400
2018,25,215,12U Pee Wee Major 06,New Jersey Jr. Titans National,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2403
2018,25,215,12U Pee Wee Major 06,New York Saints National,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2408
2018,25,215,12U Pee Wee Major 06,North Jersey Avalanche National,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2406
2018,25,215,12U Pee Wee Major 06,Philadelphia Junior Flyers National,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2407
2018,25,215,12U Pee Wee Major 06,Philadelphia Little Flyers American,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2401
2018,25,215,12U Pee Wee Major 06,Team Maryland National,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2409
2018,25,215,12U Pee Wee Major 06,Valley Forge Minutemen National,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2410
2018,25,215,12U Pee Wee Major 06,Virtua Hockey National,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2411
2018,25,215,12U Pee Wee Major 06,Washington Little Capitals American,?seasonid=25&leaguetypeid=2&leagueid=215&teamid=2427
