team_id,team_name
10040,Red Bank Generals 16AA
10041,Red Bank Lumberjacks 8AAA
10042,Rochester Jr Americans 15AA
10043,Rockets HC 10AA 
10044,Rockets HC 10L 
10045,Rockets HC 10M 
10046,Rockets HC 11AA Rudolph 
10047,Rockets HC 11AA Taffo 
10048,Rockets HC 12L 
10049,Rockets HC 12M 
10050,Rockets HC 13AA 
10051,Rockets HC 14AA 
10052,Rockets HC 14L 
10053,Rockets HC 18AA 
10054,Rockets HC 9AA 
10055,Rockets HC Black 15AA 
10056,Rockets HC Black 16AA 
10057,Rockets HC Red 15AA 
10059,Rockets HC Rudolph 12AA 
10060,Rockets HC Taffo 12AA 
10061,RSG 8AAA 
10062,Rye Rangers HC 10AA 
10063,Rye Rangers HC 12AA 
10064,Rye Rangers HC 12GRY 
10065,Rye Rangers HC 14AA 
10066,Rye Rangers HC 14GRY 
10067,Rye Rangers HC 15AA 
10068,Saugerties Mustangs 10GRY
10069,Saugerties Mustangs 12GRY
10070,Saugerties Mustangs 16GRY
10071,Saugerties Mustangs 18AA
10072,Skylands Kings 10M
10073,Skylands Kings 12AA
10074,Skylands Kings 12M
10075,Skylands Kings 13AA
10076,Skylands Kings 14L
10077,Skylands Kings 15AA
10078,Skylands Kings 16L
10079,Skylands Kings 18AA
10080,Skylands Kings 18GRY
10081,So Maryland Sabres 10M
10082,So Maryland Sabres 12GRY
10083,So Maryland Sabres 12M
10084,So Maryland Sabres 14GRY
10085,So Maryland Sabres 14M
10086,So Maryland Sabres 16GRY
10087,St James HC 10AA 
10088,St James HC 10GRY 
10089,St James HC 10M 
10090,St James HC 12AA 
10091,St James HC 12L 
10092,St James HC 12M 
10093,St James HC 14AA 
10094,St James HC 14GRY 
10095,St James HC 14L 
10096,St James HC 16AA 
10097,St James HC 16GRY 
10098,St James HC 16L 
10099,St James HC 18AA 
10101,Syracuse Valley Eagles 12AA
10102,Syracuse Valley Eagles 13AA
10103,Syracuse Valley Eagles 18AA
10104,Team Philadelphia 10AA
10105,Team Philadelphia 10L
10106,Team Philadelphia 10M
10107,Team Philadelphia 11AA
10108,Team Philadelphia 12AA
10109,Team Philadelphia 12GRY
10110,Team Philadelphia 12L White
10111,Team Philadelphia 12L Orange
10112,Team Philadelphia 13AA Orange
10113,Team Philadelphia 13AA Black
10114,Team Philadelphia 14AA
10115,Team Philadelphia 14GRY
10116,Team Philadelphia 14L
10117,Team Philadelphia 15AA
10118,Team Philadelphia 16AA
10119,Team Philadelphia 18AA
10120,Team Philadelphia 18GRY
10121,Team Philadelphia 9AA
10122,Team Philadelphia Black 16GRY
10123,Team Philadelphia Orange 16GRY
10124,TI North Stars 10AA 
10125,TI North Stars 10L 
10126,TI North Stars 10M 
10127,TI North Stars 12M 
10128,TI North Stars 14M 
10129,TI Selects 12GRY 
10130,TI Selects 14AA 
10131,TI Selects 16AA 
10132,TI Selects 18AA 
10133,Tom's River 10GRY 
10134,Tom's River 10M 
10135,Tom's River 12GRY 
10136,Tom's River 12M 
10137,Tom's River 14M 
10138,Tom's River 16GRY 
10139,Tom's River 18AA 
10141,Tri-City Eagles (RED) 14L
10142,Tri-City Eagles (red) 16L
10143,Tri-City Eagles (SKY) 14L
10144,Tri-City Eagles (sky) 16L
10145,Tri-City Eagles 10L
10146,Tri-City Eagles 12GRY
10147,Tri-City Eagles 12L
10148,Tri-City Eagles 12M
10149,Tri-City Eagles 13AA
10150,Tri-City Eagles 14AA
10151,Tri-City Eagles 14GRY
10152,Tri-City Eagles 14M
10153,Tri-City Eagles 15AA
10154,Tri-City Eagles 16AA
10155,Tri-City Eagles 16GRY
10156,Tri-City Eagles 18AA
10157,Tri-City Eagles 18GRY
10158,Valley Forge Colonials 10L
10159,Valley Forge Colonials 10M
10160,Valley Forge Colonials 12GRY
10161,Valley Forge Colonials 12L
10162,Valley Forge Colonials 12M
10163,Valley Forge Colonials 14AA
10164,Valley Forge Colonials 14L
10165,Valley Forge Colonials 14M
10166,Valley Forge Colonials 15AA
10167,Valley Forge Colonials 16AA
10168,Valley Forge Colonials 16GRY
10169,Valley Forge Colonials 16L
10170,VFC 13AA 
10171,VFC Dunleavy 18GRY 
10172,VFC Havrilla 18AA 
10173,VFC Kamel 18GRY 
10174,VFC McCourt 18AA 
10175,WBS Knights 11AA 
10176,WBS Knights 9AA 
10177,West Chester Wolverines 2017 8AAA
10178,West Chester Wolverines 2018 8AAA
10179,Wintersport Royals Girls 10L
10180,Wintersport Royals (Girls) 12M
10181,Wintersport Royals 10L
10182,Wintersport Royals 10M
10183,Wintersport Royals 12AA
10184,Wintersport Royals 12L
10185,Wintersport Royals 12M
10186,Wintersport Royals 14L
10187,Wintersport Royals 15AA
10188,Wissahickon Warriors 10AA
10189,Wissahickon Warriors 10L
10190,Wissahickon Warriors 12GRY
10191,Wissahickon Warriors 12L
10192,Wissahickon Warriors 12M
10193,Wissahickon Warriors 13AA
10194,Wissahickon Warriors 14L
10195,Wissahickon Warriors 16AA
10196,Wissahickon Warriors 16L
10197,Wissahickon Warriors 18GRY
10198,Wolfpack HC 10L 
10199,Wolfpack HC 11AA 
10200,Wolfpack HC 12AA 
10201,Wolfpack HC 12L 
10202,Wolfpack HC 13AA 
10203,Wolfpack HC 14AA 
10204,Wolfpack HC 14GRY 
10205,Wolfpack HC 16GRY 
10206,Wolfpack HC 16L 
10207,Wolfpack HC 18GRY 
10208,Wolfpack HC National 16AA 
10209,Wolfpack HC Navy 16AA 
10210,Wolfpack HC14L 
10211,Woodbridge Wolfpack HC 10AA
10212,Woodbridge Wolfpack HC 9AA
10213,York Devils 10GRY
10214,York Devils 10L
10215,York Devils 10M
10216,York Devils 12M
10217,York Devils 14L
10218,York Devils 15AA
10219,York Devils 16L
10545,AZ Bobcats  16AA Gough
10546,AZ Bobcats West 14AA
10547,AZ Bobcats West 15AA
10549,Delaware Delaware Ducks 6U Teal
10550,Delaware Delaware Ducks 8U Black
10551,Delaware Delaware Ducks 8U Maroon
10552,Delaware Delaware Ducks White
10553,Haverford Haverford Hawks 8U Black
10554,Haverford Haverford Hawks 8U Red
10555,Haverford Haverford Hawks 8U Gold
10556,Haverford Haverford Hawks 8U White
10557,Hollydell Hurricanes 8UAA
10558,Hollydell Hollydell Hurricanes 8U Red
10559,Hollydell Hollydell Hurricanes 8U White
10560,Hollydell Hollydell Hurricanes 8U Black
10561,Igloo Jaguars 6U
10562,Igloo South Jersey Monarchs 8U Girls
10563,Igloo Igloo Jaguars 8U Beginner
10564,Igloo Igloo Jaguars 8U Intermediate
10565,Igloo Igloo Jaguars 8UAA
10566,Jersey Colts 8U Black
10567,Jersey Colts 8U White
10568,Jersey Shore Wildcats 8AA
10569,Jersey Shore Wildcats 6U
10570,Jersey Shore Wildcats 8U Black
10571,Jersey Shore Wildcats 8U Red
10572,Lancaster Firebirds 6U
10573,Lancaster Firebirds 8U #1
10574,Lancaster Firebirds 8U #2
10575,Lehigh Valley Phantoms Black 8AA
10576,Lehigh Valley Phantoms 8U Black
10577,Lehigh Valley Phantoms 8U Orange
10578,Lehigh Valley Phantoms 8U White
10579,Mercer IL Chiefs 8U Black
10580,Mercer IL Chiefs 8U White
10581,Mercer IL Chiefs 8U Red
10582,Mercer Chiefs 6U
10583,Mercer Chiefs 8U Red
10584,Mercer Chiefs 8U Black
994,HEH Vikings
5132,NJ Bandits 8U Grey
5147,NJ Bandits 8U Black
5734,NJ Bandits 8U Red
5726,NJ Bandits 8U White
10585,NJ Jets Black
10586,NJ Jets Grey
10587,NJ Jets White
10588,NJ Jets Navy
10589,NJ Aviators Elite 8AA
10590,PAL Long Island 8U Fishermen Black
10591,Central PA Lancers 8AA
10592,PBK White 
10593,PBK Black 
10594,PBK White 
10595,Pennsauken Flyers 8AA
5671,Philadelphia Blazers 8U White
5713,Philadelphia Blazers 8U Black
10760,Philadelphia Blazers 8U Orange
10596,Philadelphia Blazers Gray 6U
10597,Philly Fire 8AA
10598,Ramapo Saints 6U - McKessy
10599,Ramapo Saints 8U - Byrnes
10600,Ramapo Saints 8U - Perrone
10601,Ramapo Saints 8U - Torre
10602,Ramapo Saints 8U - Dardzinski
10603,Ramapo Saints 8U - Tuttle
10604,Red Bank Generals 8U Black
10605,Red Bank Generals 8U Gold
10606,Red Bank Generals 8U Green
10607,Red Bank Generals 8U White
10608,Rockets Hockey Club Mite Red 8 
10609,Rockets Hockey Club Mite White 
10610,Royals Girls 10L 
10611,RSG Mite Major Elite 
10612,Skylands Skylands Selects
10613,Skylands Skylands Kings Navy
10614,Skylands Skylands Kings White
538,Team Philadelphia Orange
955,Team Philadelphia Blue
956,Team Philadelphia Green
10615,Jr Flyers Pink 
939,Team Philadelphia Silver
923,Team Philadelphia Red
10616,Team Philadelphia Yellow 
5265,TI North Stars Red
5287,TI North Stars White
10618,Toms River 14GRY 
6060,Toms River Blackhawks 8U Black
5676,Toms River Blackhawks 8U Red
10619,Jersey Hawks 8AA 
10620,VF Militia Mite 8AA Cho 
10621,VF Militia Mite 8AA Snare 
10622,VFC Mite Half Snare 
10623,VFC Mite Half Cho 
10624,VFC Mite Half Criswell 
10625,VFC Mite Half 8U 
10626,VFC Mite Half 6U 
10627,WBS Jr Knights Mite Blue 
10628,WBS Jr Knights Mite White 
10629,West Chester Wolverines 8AA
10630,Wintersport Royals 8U White (Macumber)
10631,Wintersport Royals 8U Blue (Fisher)
10632,Wintersport Royals 8U Gold (Molden)
10633,Wintersport Royals 8U Silver (Velazquez)
10634,Wintersport Royals 8U Add-On (Macumber)
10635,Wissahickon Wissahickon Warriors 8U Blue
10638,Woodbridge Woodbridge Wolfpack 6U
10639,Woodbridge Woodbridge Wolfpack White
10640,Woodbridge Woodbridge Wolfpack Green
10641,Woodbridge Woodbridge Wolfpack Grey
10642,Woodbridge Woodbridge Wolfpack Navy
10643,Bridge 8AA 
10644,York York Devils 8U Altland
10645,York York Devils 8U Barbor
10646,York York Devils 8U Stough
10647,York York Devils 8U Bowles
10759,Grundy Grundy Senators 8U Bingham
10761,Grundy Grundy Senators 8u Wallin
10762,Rockets HC 8u Liuzzi Rockets HC 8u Liuzzi
10763,Palmyra Black Knights 8u - Rin Palmyra Black Knights 8u - Rinaldi
10764,Royals Girls 8u Brander Royals Girls 8u Brander
10766,Ashburn Rebels 8AA Ashburn Rebels 8AA
10767,Tomorrow's Ice Atlantic Seven's 8AA
10769,Pennsauken Pilots 8u
10813,Wissahickon Warriors 8U Red Wissahickon Warriors 8U Red
10814,Wissahickon Warriors 8U White Wissahickon Warriors 8U White
10815,Carolina Jr Hurricanes 10AA
10816,Carolina Jr Hurricanes 11AA
10817,Carolina Jr Hurricanes 13AA
10818,Carolina Jr  Hurricanes 14AA
10819,Carolina Jr Hurricanes 15AA
10820,Carolina Jr Hurricanes 16AA
10821,Carolina Jr Hurricanes 14GRY
10822,Jersey Colts 10G
10823,Grand Rapids Griffins 15AA
10824,North Jersey Avalanche 16GRY
10827,CT Clippers 10M
10828,CT Clippers 10M
10831,CT Clippers 10GRY
10832,CT Clippers 12GRY
10833,CT Clippers 10L
10834,CT Clippers 18GRY-1
10835,CT Clippers 18GRY-2
10836,Littleton Hawks 13AA
10837,Nassau Lions 15AA
10838,NJ Renegades 18AA
10839,Littleton Hawks 18AA
10841,FL Wave 1 8AAA
10842,Atlantic Seven's 8AAA
11538,Littleton Hawks 16AA-2
11539,Haverford Hawks 16AA
11959,Naperville Sabres 15AA
11960,Naperville Sabres 16AA
10012, PTL 12U ELITE
11961,Vernon Hills Ice Dogs 15AA
12506,FL Wave 2 8AAA
9706,CT Clippers 14M
12670,Carolina Jr Canes 18AA
12671,Long Beach Lightning 18AA
12672,Arizona Bobcats 18AA - 2
12673,Arizona Bobcats 16AA
13122,Ramapo Saints 8AA
13546,Lafayette Locomotive
13547,Lafayette Locomotive 18AA
13548,Lafayette Locomotive 16AA
13549,Joliet Jaguars 16AA
13550,Joliet Jaguars
13551,Southern Illinois Hawks
13552,Benet Academy
13553,Naperville Sabres
3288,TBD 
13865,Palmyra Black Knights 8AA
13875,PAL Sound Tigers 12AA Silver
13876,Mercer Chiefs 12AA Silver
13877,Hollydell Hurricanes 11AA Silver
