season_year,seasonid,leagueid,league_name,team_name,team_params
2023,31,261,10U Major 13,Elite Hockey,?seasonid=31&leaguetypeid=2&leagueid=261&teamid=3049
2023,31,261,10U Major 13,Long Island Royals,?seasonid=31&leaguetypeid=2&leagueid=261&teamid=3057
2023,31,261,10U Major 13,New Jersey Colonials,?seasonid=31&leaguetypeid=2&leagueid=261&teamid=3066
2023,31,261,10U Major 13,North Jersey Avalanche,?seasonid=31&leaguetypeid=2&leagueid=261&teamid=3094
2023,31,261,10U Major 13,Philadelphia Hockey Club,?seasonid=31&leaguetypeid=2&leagueid=261&teamid=3105
2023,31,261,10U Major 13,Philadelphia Junior Flyers,?seasonid=31&leaguetypeid=2&leagueid=261&teamid=3115
2023,31,261,10U Major 13,Philadelphia Little Flyers,?seasonid=31&leaguetypeid=2&leagueid=261&teamid=3124
2023,31,261,10U Major 13,Valley Forge Minutemen,?seasonid=31&leaguetypeid=2&leagueid=261&teamid=3134
2023,31,261,10U Major 13,WB/Scranton Jr. Knights,?seasonid=31&leaguetypeid=2&leagueid=261&teamid=3149
2023,31,260,10U Minor 14,Danbury Hat Tricks,?seasonid=31&leaguetypeid=2&leagueid=260&teamid=3156
2023,31,260,10U Minor 14,Lehigh Valley Phantoms,?seasonid=31&leaguetypeid=2&leagueid=260&teamid=3055
2023,31,260,10U Minor 14,Long Island Royals,?seasonid=31&leaguetypeid=2&leagueid=260&teamid=3056
2023,31,260,10U Minor 14,New Jersey Colonials,?seasonid=31&leaguetypeid=2&leagueid=260&teamid=3065
2023,31,260,10U Minor 14,North Jersey Avalanche,?seasonid=31&leaguetypeid=2&leagueid=260&teamid=3093
2023,31,260,10U Minor 14,Philadelphia Hockey Club,?seasonid=31&leaguetypeid=2&leagueid=260&teamid=3104
2023,31,260,10U Minor 14,Philadelphia Junior Flyers,?seasonid=31&leaguetypeid=2&leagueid=260&teamid=3114
2023,31,260,10U Minor 14,Philadelphia Little Flyers,?seasonid=31&leaguetypeid=2&leagueid=260&teamid=3123
2023,31,260,10U Minor 14,Valley Forge Minutemen,?seasonid=31&leaguetypeid=2&leagueid=260&teamid=3133
2023,31,263,12U Major 11,Elite Hockey Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3051
2023,31,263,12U Major 11,Jersey Whalers Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3054
2023,31,263,12U Major 11,Long Island Royals Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3059
2023,31,263,12U Major 11,New Jersey Colonials Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3068
2023,31,263,12U Major 11,New Jersey Devils Youth Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3075
2023,31,263,12U Major 11,New Jersey Jr. Titans Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3082
2023,31,263,12U Major 11,North Jersey Avalanche Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3096
2023,31,263,12U Major 11,Philadelphia Hockey Club Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3107
2023,31,263,12U Major 11,Philadelphia Junior Flyers Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3117
2023,31,263,12U Major 11,Philadelphia Little Flyers Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3126
2023,31,263,12U Major 11,Valley Forge Minutemen Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3136
2023,31,263,12U Major 11,Washington Little Capitals Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3143
2023,31,263,12U Major 11,WB/Scranton Jr. Knights Premier,?seasonid=31&leaguetypeid=2&leagueid=263&teamid=3151
2023,31,262,12U Minor 12,Elite Hockey Elite,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3050
2023,31,262,12U Minor 12,Long Island Royals Premier,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3058
2023,31,262,12U Minor 12,New Jersey Colonials Premier,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3067
2023,31,262,12U Minor 12,New Jersey Devils Youth Elite,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3074
2023,31,262,12U Minor 12,New Jersey Jr. Titans Elite,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3081
2023,31,262,12U Minor 12,North Jersey Avalanche Premier,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3095
2023,31,262,12U Minor 12,Philadelphia Hockey Club Premier,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3106
2023,31,262,12U Minor 12,Philadelphia Junior Flyers Premier,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3116
2023,31,262,12U Minor 12,Philadelphia Little Flyers Premier,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3125
2023,31,262,12U Minor 12,Valley Forge Minutemen Elite,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3135
2023,31,262,12U Minor 12,Washington Little Capitals Elite,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3142
2023,31,262,12U Minor 12,WB/Scranton Jr. Knights Elite,?seasonid=31&leaguetypeid=2&leagueid=262&teamid=3150
2023,31,264,13 Pure 10,Long Island Royals Premier,?seasonid=31&leaguetypeid=2&leagueid=264&teamid=3060
2023,31,264,13 Pure 10,New Jersey Colonials Premier,?seasonid=31&leaguetypeid=2&leagueid=264&teamid=3069
2023,31,264,13 Pure 10,New Jersey Devils Youth Premier,?seasonid=31&leaguetypeid=2&leagueid=264&teamid=3076
2023,31,264,13 Pure 10,New Jersey Jr. Titans Premier,?seasonid=31&leaguetypeid=2&leagueid=264&teamid=3083
2023,31,264,13 Pure 10,North Jersey Avalanche Premier,?seasonid=31&leaguetypeid=2&leagueid=264&teamid=3097
2023,31,264,13 Pure 10,Philadelphia Hockey Club Premier,?seasonid=31&leaguetypeid=2&leagueid=264&teamid=3108
